"Description","StockCode","Year","MonthNum","Quantity_Sold","Revenue","Avg_Price","Orders","abc_class","lag1_qty","lag2_qty","roll3_avg","Log_Quantity"
"SPOTTY BUNTING","23298",2011,8,1351,6214.45,4.90832214765101,147,"A",1392,1066,1269.66666666667,7.20934025660291
"SPOTTY BUNTING","23298",2011,9,864,4060.8,4.93153846153846,130,"A",1351,1392,1202.33333333333,6.76272950693188
"SPOTTY BUNTING","23298",2011,10,469,2281.55,4.94166666666667,95,"A",864,1351,894.666666666667,6.1527326947041
"SPOTTY BUNTING","23298",2011,11,822,3736.9,4.90918367346939,98,"A",469,864,718.333333333333,6.71295620067707
"SPOTTY BUNTING","23298",2011,12,124,613.8,4.95,25,"A",822,469,471.666666666667,4.8283137373023
"SPOTTY PINK DUCK DOORSTOP","21408",2011,2,16,68,4.25,6,"B",1,8,8.33333333333333,2.83321334405622
"SPOTTY PINK DUCK DOORSTOP","21408",2011,3,4,17,4.25,1,"B",16,1,7,1.6094379124341
"SPOTTY PINK DUCK DOORSTOP","21408",2011,4,4,17,4.25,2,"B",4,16,8,1.6094379124341
"SPOTTY PINK DUCK DOORSTOP","21408",2011,5,7,29.75,4.25,3,"B",4,4,5,2.07944154167984
"SPOTTY PINK DUCK DOORSTOP","21408",2011,6,5,21.25,4.25,2,"B",7,4,5.33333333333333,1.79175946922805
"SPOTTY PINK DUCK DOORSTOP","21408",2011,7,8,34,4.25,4,"B",5,7,6.66666666666667,2.19722457733622
"SPOTTY PINK DUCK DOORSTOP","21408",2011,8,17,72.25,4.25,6,"B",8,5,10,2.89037175789616
"SPOTTY PINK DUCK DOORSTOP","21408",2011,9,15,71.83,4.82714285714286,7,"B",17,8,13.3333333333333,2.77258872223978
"SPOTTY PINK DUCK DOORSTOP","21408",2011,10,18,88.62,4.755,8,"B",15,17,16.6666666666667,2.94443897916644
"SPOTTY PINK DUCK DOORSTOP","21408",2011,11,19,88.83,4.755,8,"B",18,15,17.3333333333333,2.99573227355399
"SPOTTY PINK DUCK DOORSTOP","21408",2011,12,99,205.73,2.43769230769231,13,"B",19,18,45.3333333333333,4.60517018598809
"SPRIG LAVENDER ARTIFICIAL FLOWER","84799",2011,2,32,40,1.25,2,"C",38,144,71.3333333333333,3.49650756146648
"SPRIG LAVENDER ARTIFICIAL FLOWER","84799",2011,3,6,7.5,1.25,1,"C",32,38,25.3333333333333,1.94591014905531
"SQUARE CHERRY BLOSSOM CABINET","84665",2011,3,8,47.6,5.95,2,"B",6,8,7.33333333333333,2.19722457733622
"SQUARE CHERRY BLOSSOM CABINET","84666",2011,3,6,23.7,3.95,1,"B",8,6,6.66666666666667,1.94591014905531
"SQUARE CHERRY BLOSSOM CABINET","84666",2011,4,12,47.4,3.95,2,"B",6,8,8.66666666666667,2.56494935746154
"SQUARE CHERRY BLOSSOM CABINET","84665",2011,5,32,190.4,5.95,3,"B",12,6,16.6666666666667,3.49650756146648
"SQUARE CHERRY BLOSSOM CABINET","84665",2011,6,28,166.6,5.95,2,"B",32,12,24,3.36729582998647
"SQUARE CHERRY BLOSSOM CABINET","84665",2011,7,9,53.55,5.95,3,"B",28,32,23,2.30258509299405
"SQUARE CHERRY BLOSSOM CABINET","84665",2011,8,4,23.8,5.95,1,"B",9,28,13.6666666666667,1.6094379124341
"SQUARE CHERRY BLOSSOM CABINET","84665",2011,9,8,47.6,5.95,2,"B",4,9,7,2.19722457733622
"SQUARE CHERRY BLOSSOM CABINET","84665",2011,11,8,47.6,5.95,2,"B",8,4,6.66666666666667,2.19722457733622
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,2,6,47.7,7.95,1,"C",1,2,3,1.94591014905531
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,3,1,7.95,7.95,1,"C",6,1,2.66666666666667,0.693147180559945
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,4,1,7.95,7.95,1,"C",1,6,2.66666666666667,0.693147180559945
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,5,2,15.9,7.95,1,"C",1,1,1.33333333333333,1.09861228866811
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,6,4,31.8,7.95,1,"C",2,1,2.33333333333333,1.6094379124341
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,7,1,7.95,7.95,1,"C",4,2,2.33333333333333,0.693147180559945
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,8,3,23.85,7.95,2,"C",1,4,2.66666666666667,1.38629436111989
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,9,1,7.95,7.95,1,"C",3,1,1.66666666666667,0.693147180559945
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,10,13,93.35,7.45,4,"C",1,3,5.66666666666667,2.63905732961526
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,11,14,111.3,7.95,7,"C",13,1,9.33333333333333,2.70805020110221
"SQUARE FLOOR CUSHION VINTAGE RED","21629",2011,12,2,15.9,7.95,2,"C",14,13,9.66666666666667,1.09861228866811
"SQUARE METAL CANDLEHOLDER BASE","71510",2011,7,1,0.85,0.85,1,"C",24,12,12.3333333333333,0.693147180559945
"SQUARE METAL CANDLEHOLDER BASE","71510",2011,8,2,1.7,0.85,1,"C",1,24,9,1.09861228866811
"SQUARE METAL CANDLEHOLDER BASE","71510",2011,10,6,5.1,0.85,1,"C",2,1,3,1.94591014905531
"SQUARE METAL CANDLEHOLDER BASE","71510",2011,11,7,5.95,0.85,3,"C",6,2,5,2.07944154167984
"SQUARE MINI PORTRAIT FRAME","23451",2011,12,37,72.15,1.95,6,"C",156,75,89.3333333333333,3.63758615972639
"SQUARECUSHION COVER PINK UNION FLAG","22785",2011,2,10,67.5,6.75,4,"C",13,24,15.6666666666667,2.39789527279837
"SQUARECUSHION COVER PINK UNION FLAG","22785",2011,3,13,87.75,6.75,4,"C",10,13,12,2.63905732961526
"SQUARECUSHION COVER PINK UNION FLAG","22785",2011,4,2,13.5,6.75,1,"C",13,10,8.33333333333333,1.09861228866811
"SQUARECUSHION COVER PINK UNION JACK","22785",2011,7,2,13.5,6.75,1,"C",3,2,2.33333333333333,1.09861228866811
"SQUARECUSHION COVER PINK UNION JACK","22785",2011,8,1,6.75,6.75,1,"C",2,3,2,0.693147180559945
"SQUARECUSHION COVER PINK UNION JACK","22785",2011,9,5,33.75,6.75,2,"C",1,2,2.66666666666667,1.79175946922805
"SQUARECUSHION COVER PINK UNION JACK","22785",2011,10,8,54,6.75,6,"C",5,1,4.66666666666667,2.19722457733622
"SQUARECUSHION COVER PINK UNION JACK","22785",2011,11,6,50.38,8.39666666666667,6,"C",8,5,6.33333333333333,1.94591014905531
"SQUARECUSHION COVER PINK UNION JACK","22785",2011,12,123,190.01,3.57,9,"C",6,8,45.6666666666667,4.82028156560504
"ST TROPEZ NECKLACE","90158",2011,9,1,4.95,4.95,1,"C",1,2,1.33333333333333,0.693147180559945
"ST TROPEZ NECKLACE","90158",2011,11,10,49.5,4.95,3,"C",1,1,4,2.39789527279837
"STANDING FAIRY POLE SUPPORT","71101E",2011,3,24,20.4,0.85,2,"C",38,12,24.6666666666667,3.2188758248682
"STANDING FAIRY POLE SUPPORT","71101E",2011,4,36,27.48,0.785,2,"C",24,38,32.6666666666667,3.61091791264422
"STANDING FAIRY POLE SUPPORT","71101E",2011,5,60,44.76,0.785,2,"C",36,24,40,4.11087386417331
"STANDING FAIRY POLE SUPPORT","71101E",2011,6,60,51,0.85,3,"C",60,36,52,4.11087386417331
"STANDING FAIRY POLE SUPPORT","71101E",2011,7,36,30.6,0.85,2,"C",60,60,52,3.61091791264422
"STANDING FAIRY POLE SUPPORT","71101E",2011,9,48,34.56,0.72,1,"C",36,60,48,3.89182029811063
"STANDING FAIRY POLE SUPPORT","71101E",2011,10,2,1.7,0.85,1,"C",48,36,28.6666666666667,1.09861228866811
"STANDING FAIRY POLE SUPPORT","71101E",2011,11,30,25.5,0.85,4,"C",2,48,26.6666666666667,3.43398720448515
"STAR  T-LIGHT HOLDER","21815",2011,4,2,2.9,1.45,1,"C",12,57,23.6666666666667,1.09861228866811
"STAR  T-LIGHT HOLDER","21815",2011,8,12,17.4,1.45,1,"C",2,12,8.66666666666667,2.56494935746154
"STAR  T-LIGHT HOLDER","21815",2011,9,12,17.4,1.45,1,"C",12,2,8.66666666666667,2.56494935746154
"STAR  T-LIGHT HOLDER","21815",2011,10,17,24.65,1.45,4,"C",12,12,13.6666666666667,2.89037175789616
"STAR  T-LIGHT HOLDER","21815",2011,11,19,27.55,1.45,5,"C",17,12,16,2.99573227355399
"STAR DECORATION PAINTED ZINC","22338",2011,8,6,3.9,0.65,1,"B",30,96,44,1.94591014905531
"STAR DECORATION PAINTED ZINC","22338",2011,9,427,116.55,0.387142857142857,13,"B",6,30,154.333333333333,6.0591231955818
"STAR DECORATION PAINTED ZINC","22338",2011,10,1382,263.64,0.223125,32,"B",427,6,605,7.23201033166476
"STAR DECORATION PAINTED ZINC","22338",2011,11,1790,360.24,0.280212765957447,45,"B",1382,427,1199.66666666667,7.49052940206071
"STAR DECORATION PAINTED ZINC","22338",2011,12,444,98.72,0.31375,16,"B",1790,1382,1205.33333333333,6.09807428216624
"STAR DECORATION RUSTIC","22155",2011,7,14,5.88,0.42,3,"B",7,349,123.333333333333,2.70805020110221
"STAR DECORATION RUSTIC","22155",2011,8,156,65.52,0.42,4,"B",14,7,59,5.05624580534831
"STAR DECORATION RUSTIC","22155",2011,9,350,147,0.42,12,"B",156,14,173.333333333333,5.86078622346587
"STAR DECORATION RUSTIC","22155",2011,10,469,196.98,0.42,17,"B",350,156,325,6.1527326947041
"STAR DECORATION RUSTIC","22155",2011,11,743,312.06,0.42,29,"B",469,350,520.666666666667,6.61204103483309
"STAR DECORATION RUSTIC","22155",2011,12,113,47.46,0.42,7,"B",743,469,441.666666666667,4.7361984483945
"STAR PORTABLE TABLE LIGHT","21743",2011,3,2,5.9,2.95,1,"B",6,173,60.3333333333333,1.09861228866811
"STAR PORTABLE TABLE LIGHT","21743",2011,4,12,35.4,2.95,5,"B",2,6,6.66666666666667,2.56494935746154
"STAR PORTABLE TABLE LIGHT","21743",2011,6,70,187.3,2.85,4,"B",12,2,28,4.26267987704132
"STAR PORTABLE TABLE LIGHT","21743",2011,7,7,20.65,2.95,2,"B",70,12,29.6666666666667,2.07944154167984
"STAR PORTABLE TABLE LIGHT","21743",2011,8,2,5.9,2.95,1,"B",7,70,26.3333333333333,1.09861228866811
"STAR PORTABLE TABLE LIGHT","21743",2011,9,2,5.9,2.95,1,"B",2,7,3.66666666666667,1.09861228866811
"STAR T-LIGHT HOLDER WILLIE WINKIE","23274",2011,8,96,158.4,1.65,7,"B",39,16,50.3333333333333,4.57471097850338
"STAR T-LIGHT HOLDER WILLIE WINKIE","23274",2011,9,335,535.19,1.71260869565217,23,"B",96,39,156.666666666667,5.8171111599632
"STAR T-LIGHT HOLDER WILLIE WINKIE","23274",2011,10,380,628.64,1.70466666666667,29,"B",335,96,270.333333333333,5.9427993751267
"STAR T-LIGHT HOLDER WILLIE WINKIE","23274",2011,11,227,382.75,1.81965517241379,29,"B",380,335,314,5.42934562895444
"STAR T-LIGHT HOLDER WILLIE WINKIE","23274",2011,12,46,79.18,1.978,5,"B",227,380,217.666666666667,3.85014760171006
"STAR WOODEN CHRISTMAS DECORATION","22573",2011,7,13,11.05,0.85,2,"B",6,190,69.6666666666667,2.63905732961526
"STAR WOODEN CHRISTMAS DECORATION","22573",2011,8,48,40.8,0.85,4,"B",13,6,22.3333333333333,3.89182029811063
"STAR WOODEN CHRISTMAS DECORATION","22573",2011,9,779,588.83,0.909583333333333,24,"B",48,13,280,6.65929391968364
"STAR WOODEN CHRISTMAS DECORATION","22573",2011,10,480,414.24,0.949210526315789,38,"B",779,48,435.666666666667,6.17586727010576
"STAR WOODEN CHRISTMAS DECORATION","22573",2011,11,672,593.04,0.902881355932203,58,"B",480,779,643.666666666667,6.51174532964473
"STAR WOODEN CHRISTMAS DECORATION","22573",2011,12,252,222,0.9475,8,"B",672,480,468,5.53338948872752
"STAR WREATH DECORATION WITH BELL","23213",2011,8,179,223.75,1.25,13,"B",90,44,104.333333333333,5.19295685089021
"STAR WREATH DECORATION WITH BELL","23213",2011,9,280,344.96,1.24,21,"B",179,90,183,5.63835466933375
"STAR WREATH DECORATION WITH BELL","23213",2011,10,446,527.26,1.2434375,30,"B",280,179,301.666666666667,6.10255859461357
"STAR WREATH DECORATION WITH BELL","23213",2011,11,473,561.01,1.24475,39,"B",446,280,399.666666666667,6.16120732169508
"STAR WREATH DECORATION WITH BELL","23213",2011,12,82,102.5,1.25,8,"B",473,446,333.666666666667,4.4188406077966
"STARFISH SOAP DISH","21418",2011,5,1,2.55,2.55,1,"C",20,6,9,0.693147180559945
"STARFISH SOAP DISH","21418",2011,8,6,15.3,2.55,1,"C",1,20,9,1.94591014905531
"STARFISH SOAP DISH","21418",2011,10,6,15.3,2.55,1,"C",6,1,4.33333333333333,1.94591014905531
"STARFISH SOAP DISH","21418",2011,12,20,15.8,0.79,3,"C",6,6,10.6666666666667,3.04452243772342
"STARS GIFT TAPE","21883",2011,2,12,7.8,0.65,1,"C",553,268,277.666666666667,2.56494935746154
"STARS GIFT TAPE","21883",2011,3,36,23.4,0.65,3,"C",12,553,200.333333333333,3.61091791264422
"STARS GIFT TAPE","21883",2011,4,81,52.65,0.65,7,"C",36,12,43,4.40671924726425
"STARS GIFT TAPE","21883",2011,5,25,16.25,0.65,3,"C",81,36,47.3333333333333,3.25809653802148
"STARS GIFT TAPE","21883",2011,6,36,23.4,0.65,3,"C",25,81,47.3333333333333,3.61091791264422
"STARS GIFT TAPE","21883",2011,7,25,16.25,0.65,2,"C",36,25,28.6666666666667,3.25809653802148
"STARS GIFT TAPE","21883",2011,8,18,11.7,0.65,3,"C",25,36,26.3333333333333,2.94443897916644
"STARS GIFT TAPE","21883",2011,9,96,62.4,0.65,8,"C",18,25,46.3333333333333,4.57471097850338
"STARS GIFT TAPE","21883",2011,10,110,72.48,0.715333333333333,15,"C",96,18,74.6666666666667,4.70953020131233
"STARS GIFT TAPE","21883",2011,11,94,61.1,0.65,11,"C",110,96,100,4.55387689160054
"STARS GIFT TAPE","21883",2011,12,14,9.1,0.65,2,"C",94,110,72.6666666666667,2.70805020110221
"STEEL SWEETHEART ROUND TABLE CREAM","21476",2011,3,1,14.95,14.95,1,"C",1,2,1.33333333333333,0.693147180559945
"STEEL SWEETHEART ROUND TABLE CREAM","21476",2011,4,8,119.6,14.95,4,"C",1,1,3.33333333333333,2.19722457733622
"STEEL SWEETHEART ROUND TABLE CREAM","21476",2011,5,8,119.6,14.95,4,"C",8,1,5.66666666666667,2.19722457733622
"STEEL SWEETHEART ROUND TABLE CREAM","21476",2011,6,5,74.75,14.95,2,"C",8,8,7,1.79175946922805
"STEEL SWEETHEART ROUND TABLE CREAM","21476",2011,7,1,14.95,14.95,1,"C",5,8,4.66666666666667,0.693147180559945
"STEEL SWEETHEART ROUND TABLE CREAM","21476",2011,8,2,29.9,14.95,1,"C",1,5,2.66666666666667,1.09861228866811
"STEEL SWEETHEART ROUND TABLE CREAM","21476",2011,10,3,44.85,14.95,2,"C",2,1,2,1.38629436111989
"STOOL HOME SWEET HOME","23427",2011,11,11,137.5,12.5,8,"A",120,93,74.6666666666667,2.484906649788
"STOOL HOME SWEET HOME","23427",2011,12,3,37.5,12.5,2,"A",11,120,44.6666666666667,1.38629436111989
"STOP FOR TEA WALL ART","23534",2011,12,3,17.85,5.95,1,"A",46,469,172.666666666667,1.38629436111989
"STORAGE TIN HOME SWEET HOME","23425",2011,11,31,77.19,2.49,7,"C",45,70,48.6666666666667,3.46573590279973
"STORAGE TIN HOME SWEET HOME","23425",2011,12,91,71.89,0.79,9,"C",31,45,55.6666666666667,4.52178857704904
"STORAGE TIN VINTAGE DOILY","23236",2011,10,237,674.43,3.0321052631579,38,"A",531,165,311,5.47227067367148
"STORAGE TIN VINTAGE DOILY","23236",2011,11,280,807.4,3.10842105263158,37,"A",237,531,349.333333333333,5.63835466933375
"STORAGE TIN VINTAGE DOILY","23236",2011,12,22,63.58,2.89,5,"A",280,237,179.666666666667,3.13549421592915
"STORAGE TIN VINTAGE LEAF","23235",2011,7,124,339.16,2.86894736842105,19,"B",30,297,150.333333333333,4.8283137373023
"STORAGE TIN VINTAGE LEAF","23244",2011,7,12,23.4,1.95,2,"B",124,30,55.3333333333333,2.56494935746154
"STORAGE TIN VINTAGE LEAF","23235",2011,8,86,248.54,2.89,13,"B",12,124,74,4.46590811865458
"STORAGE TIN VINTAGE LEAF","23244",2011,8,12,23.4,1.95,1,"B",86,12,36.6666666666667,2.56494935746154
"STORAGE TIN VINTAGE LEAF","23235",2011,9,48,138.72,2.89,10,"B",12,86,48.6666666666667,3.89182029811063
"STORAGE TIN VINTAGE LEAF","23244",2011,9,6,11.7,1.95,1,"B",48,12,22,1.94591014905531
"STORAGE TIN VINTAGE LEAF","23235",2011,10,50,144.5,2.89,10,"B",6,48,34.6666666666667,3.93182563272433
"STORAGE TIN VINTAGE LEAF","23235",2011,11,17,49.13,2.89,6,"B",50,6,24.3333333333333,2.89037175789616
"STORAGE TIN VINTAGE LEAF","23235",2011,12,80,129.52,1.742,10,"B",17,50,49,4.39444915467244
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,2,12,10.2,0.85,1,"C",48,13,24.3333333333333,2.56494935746154
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,3,1,0.85,0.85,1,"C",12,48,20.3333333333333,0.693147180559945
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,4,1,0.85,0.85,1,"C",1,12,4.66666666666667,0.693147180559945
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,5,13,11.05,0.85,2,"C",1,1,5,2.63905732961526
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,7,13,11.05,0.85,2,"C",13,1,9,2.63905732961526
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,9,27,22.95,0.85,4,"C",13,13,17.6666666666667,3.3322045101752
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,10,38,32.3,0.85,4,"C",27,13,26,3.66356164612965
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,11,58,49.3,0.85,8,"C",38,27,41,4.07753744390572
"STRAWBERRIES  DESIGN FLANNEL","21945",2011,12,1,0.39,0.39,1,"C",58,38,32.3333333333333,0.693147180559945
"STRAWBERRY   PICNIC BAG","21937",2011,2,98,269.1,2.91923076923077,13,"A",97,11,68.6666666666667,4.59511985013459
"STRAWBERRY   PICNIC BAG","21937",2011,3,337,934.15,2.92894736842105,38,"A",98,97,177.333333333333,5.82304589548302
"STRAWBERRY   PICNIC BAG","21937",2011,4,264,758.8,2.94111111111111,45,"A",337,98,233,5.57972982598622
"STRAWBERRY   PICNIC BAG","21937",2011,5,510,1404.5,2.91610169491525,58,"A",264,337,370.333333333333,6.2363695902037
"STRAWBERRY   PICNIC BAG","21937",2011,6,268,750.6,2.92894736842105,38,"A",510,264,347.333333333333,5.59471137960184
"STRAWBERRY   PICNIC BAG","21937",2011,11,1,2.95,2.95,1,"A",268,510,259.666666666667,0.693147180559945
"STRAWBERRY   PICNIC BAG","21937",2011,12,4,11.8,2.95,2,"A",1,268,91,1.6094379124341
"STRAWBERRY BATH SPONGE","20961",2011,2,52,65,1.25,6,"B",57,258,122.333333333333,3.97029191355212
"STRAWBERRY BATH SPONGE","20961",2011,3,16,20,1.25,5,"B",52,57,41.6666666666667,2.83321334405622
"STRAWBERRY BATH SPONGE","20961",2011,4,49,61.25,1.25,8,"B",16,52,39,3.91202300542815
"STRAWBERRY BATH SPONGE","20961",2011,5,74,92.5,1.25,7,"B",49,16,46.3333333333333,4.31748811353631
"STRAWBERRY BATH SPONGE","20961",2011,6,12,15,1.25,3,"B",74,49,45,2.56494935746154
"STRAWBERRY BATH SPONGE","20961",2011,7,1,1.25,1.25,1,"B",12,74,29,0.693147180559945
"STRAWBERRY BATH SPONGE","20961",2011,8,46,57.5,1.25,5,"B",1,12,19.6666666666667,3.85014760171006
"STRAWBERRY BATH SPONGE","20961",2011,9,46,58.71,1.40125,8,"B",46,1,31,3.85014760171006
"STRAWBERRY BATH SPONGE","20961",2011,10,99,126.17,1.325625,16,"B",46,46,63.6666666666667,4.60517018598809
"STRAWBERRY BATH SPONGE","20961",2011,11,233,305.77,1.38081081081081,36,"B",99,46,126,5.4553211153577
"STRAWBERRY BATH SPONGE","20961",2011,12,83,104.96,1.492,5,"B",233,99,138.333333333333,4.43081679884331
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,2,711,829.47,1.23232558139535,43,"A",632,1319,887.333333333333,6.56807791141198
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,3,1140,1326.96,1.22921875,64,"A",711,632,827.666666666667,7.03966034986208
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,4,722,847.78,1.23609756097561,41,"A",1140,711,857.666666666667,6.58340922215876
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,5,763,921.83,1.23944444444444,54,"A",722,1140,875,6.63856778916652
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,6,496,574.21,1.225,38,"A",763,722,660.333333333333,6.20859002609663
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,7,521,637.57,1.24155555555556,45,"A",496,763,593.333333333333,6.25766758788264
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,8,477,566.61,1.2321875,32,"A",521,496,498,6.16961073249146
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,9,825,969.6,1.27327272727273,55,"A",477,521,607.666666666667,6.71659477352098
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,10,948,1094.92,1.31380952380952,40,"A",825,477,750,6.85540879860993
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,11,540,579.24,1.18666666666667,3,"A",948,825,771,6.29341927884648
"STRAWBERRY CERAMIC TRINKET BOX","21232",2011,12,224,237.44,1.06,1,"A",540,948,570.666666666667,5.41610040220442
"STRAWBERRY CERAMIC TRINKET POT","21232",2011,12,240,296,1.32846153846154,12,"B",761,35,345.333333333333,5.48479693349065
"STRAWBERRY CHARLOTTE BAG","20723",2011,2,401,314.85,0.838181818181818,22,"A",323,147,290.333333333333,5.99645208861902
"STRAWBERRY CHARLOTTE BAG","20723",2011,3,741,584.35,0.842040816326531,48,"A",401,323,488.333333333333,6.60934924316738
"STRAWBERRY CHARLOTTE BAG","20723",2011,4,559,458.25,0.843658536585366,41,"A",741,401,567,6.32793678372919
"STRAWBERRY CHARLOTTE BAG","20723",2011,5,619,500.15,0.844090909090909,43,"A",559,741,639.666666666667,6.42971947803914
"STRAWBERRY CHARLOTTE BAG","20723",2011,6,797,638.45,0.842909090909091,54,"A",619,559,658.333333333333,6.68210859744981
"STRAWBERRY CHARLOTTE BAG","20723",2011,7,580,480,0.847678571428571,56,"A",797,619,665.333333333333,6.36475075685191
"STRAWBERRY CHARLOTTE BAG","20723",2011,8,880,693.4,0.837254901960784,51,"A",580,797,752.333333333333,6.78105762593618
"STRAWBERRY CHARLOTTE BAG","20723",2011,9,881,682.29,0.853714285714286,35,"A",880,580,780.333333333333,6.78219205600679
"STRAWBERRY CHARLOTTE BAG","20723",2011,10,354,308.7,0.93125,47,"A",881,880,705,5.87211778947542
"STRAWBERRY CHARLOTTE BAG","20723",2011,11,498,422,0.915,46,"A",354,881,577.666666666667,6.21260609575152
"STRAWBERRY CHARLOTTE BAG","20723",2011,12,62,54.26,0.936666666666667,9,"A",498,354,304.666666666667,4.14313472639153
"STRAWBERRY DREAM CHILDS UMBRELLA","20684",2011,2,19,61.75,3.25,4,"C",23,2,14.6666666666667,2.99573227355399
"STRAWBERRY DREAM CHILDS UMBRELLA","20684",2011,3,9,29.25,3.25,4,"C",19,23,17,2.30258509299405
"STRAWBERRY DREAM CHILDS UMBRELLA","20684",2011,4,10,32.5,3.25,5,"C",9,19,12.6666666666667,2.39789527279837
"STRAWBERRY DREAM CHILDS UMBRELLA","20684",2011,5,3,9.75,3.25,2,"C",10,9,7.33333333333333,1.38629436111989
"STRAWBERRY DREAM CHILDS UMBRELLA","20684",2011,6,7,22.75,3.25,5,"C",3,10,6.66666666666667,2.07944154167984
"STRAWBERRY DREAM CHILDS UMBRELLA","20684",2011,7,4,13,3.25,4,"C",7,3,4.66666666666667,1.6094379124341
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,2,76,376.2,4.95,14,"A",77,88,80.3333333333333,4.34380542185368
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,3,68,319.8,4.90625,16,"A",76,77,73.6666666666667,4.23410650459726
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,4,86,425.7,4.95,19,"A",68,76,76.6666666666667,4.46590811865458
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,5,53,262.35,4.95,12,"A",86,68,69,3.98898404656427
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,6,40,195.9,4.89615384615385,13,"A",53,86,59.6666666666667,3.71357206670431
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,7,64,305.6,4.9,14,"A",40,53,52.3333333333333,4.17438726989564
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,8,45,222.75,4.95,9,"A",64,40,49.6666666666667,3.8286413964891
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,9,28,138.6,4.95,6,"A",45,64,45.6666666666667,3.36729582998647
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,10,52,257.4,4.95,10,"A",28,45,41.6666666666667,3.97029191355212
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,11,54,267.3,4.95,13,"A",52,28,44.6666666666667,4.00733318523247
"STRAWBERRY FAIRY CAKE TEAPOT","22649",2011,12,17,84.15,4.95,3,"A",54,52,41,2.89037175789616
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,2,30,49.5,1.65,3,"B",289,323,214,3.43398720448515
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,3,149,226.65,1.6,8,"B",30,289,156,5.01063529409626
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,4,50,82.5,1.65,6,"B",149,30,76.3333333333333,3.93182563272433
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,5,106,165.3,1.62777777777778,9,"B",50,149,101.666666666667,4.67282883446191
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,6,65,107.25,1.65,9,"B",106,50,73.6666666666667,4.18965474202643
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,7,20,33,1.65,5,"B",65,106,63.6666666666667,3.04452243772342
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,8,65,97.65,1.6,3,"B",20,65,50,4.18965474202643
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,9,45,74.25,1.65,4,"B",65,20,43.3333333333333,3.8286413964891
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,10,62,102.3,1.65,6,"B",45,65,57.3333333333333,4.14313472639153
"STRAWBERRY HONEYCOMB  GARLAND","21206",2011,11,16,26.4,1.65,3,"B",62,45,41,2.83321334405622
"STRAWBERRY LUNCH BOX WITH CUTLERY","21559",2011,2,268,629.4,2.51896551724138,27,"A",335,147,250,5.59471137960184
"STRAWBERRY LUNCH BOX WITH CUTLERY","21559",2011,3,425,975.75,2.52567567567568,36,"A",268,335,342.666666666667,6.05443934626937
"STRAWBERRY LUNCH BOX WITH CUTLERY","21559",2011,4,146,372.3,2.55,31,"A",425,268,279.666666666667,4.99043258677874
"STRAWBERRY LUNCH BOX WITH CUTLERY","21559",2011,5,611,1396.05,2.51538461538462,52,"A",146,425,394,6.41673228251233
